item_code,item_name,description,brand,item_group,stock_uom,uom_conversions,barcode,manufacturer_part_no,disabled,available_qty,list_price
ACM-CABL0455,Kanto Cable Tie 150mm Black,"Cable Tie 150mm, colour: Black. Brand Kanto. Sold per Packet.",Kanto,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",920314749069,KAN604638,0,12,472.35
ACM-HEXB0445,Hitex Hex Bolt M6x30 HDG,"Hex Bolt M6x30, finish: HDG. Brand Hitex. Sold per Pcs.",Hitex,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",930911740411,,0,3,324.31
ACM-SELF0105-OLD,"Stallion Self Drilling Screw #10 x 1-1/2"" Stainless 410","Self Drilling Screw #10 x 1-1/2"", finish: Stainless 410. Brand Stallion. Sold per Packet. (superseded)",Stallion,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",904608243355,,1,0,342.45
ACM-SELF0349,"Hitex Self Drilling Screw #8 x 1"" Stainless 410","Self Drilling Screw #8 x 1"", finish: Stainless 410. Brand Hitex. Sold per Packet.",Hitex,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",964373954022,,0,900,188.53
ACM-WALL0308,Remax Wall Plug 8mm Red,"Wall Plug 8mm, colour: Red. Brand Remax. Sold per Packet.",Remax,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",936883761949,REM705731,0,3,350.2
ACM-MASK0475,Vermont Masking Tape 24mm General,"Masking Tape 24mm, grade: General. Brand Vermont. Sold per Roll.",Vermont,All Items > Hardware > Masking Tape,Roll,"[{""uom"":""Roll"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,VER058532,0,12,246.78
ACM-PVCP0796,Tolsen PVC Pipe 50mm Class D,"PVC Pipe 50mm, grade: Class D. Brand Tolsen. Sold per Length.",Tolsen,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",949866933765,,0,12,340.32
ACM-BALL0507,"Hitex Ball Valve 1"" Brass","Ball Valve 1"", material: Brass. Brand Hitex. Sold per Nos.",Hitex,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",998991992007,,0,0,316.31
ACM-NITR0027,Remax Nitrile Glove L Black,"Nitrile Glove L, colour: Black. Brand Remax. Sold per Box.",Remax,All Items > Hardware > Nitrile Glove,Box,"[{""uom"":""Box"",""conversion_factor"":1.0}]",,REM258938,0,12,431.98
ACM-SELF0090,"Remax Self Drilling Screw #8 x 1"" Stainless 410","Self Drilling Screw #8 x 1"", finish: Stainless 410. Brand Remax. Sold per Packet.",Remax,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,,0,0,91.32
ACM-BALL0849,"Remax Ball Valve 3/4"" Brass","Ball Valve 3/4"", material: Brass. Brand Remax. Sold per Nos.",Remax,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",982284145749,,0,40,223.62
ACM-NITR0339,Tolsen Nitrile Glove XL Blue,"Nitrile Glove XL, colour: Blue. Brand Tolsen. Sold per Box.",Tolsen,All Items > Hardware > Nitrile Glove,Box,"[{""uom"":""Box"",""conversion_factor"":1.0}]",946931227744,,0,150,117.27
ACM-ANGL0598,"Remax Angle Grinder Disc 7"" Grinding","Angle Grinder Disc 7"", grade: Grinding. Brand Remax. Sold per Packet.",Remax,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,REM139192,0,900,138.83
ACM-GIWI0026,Tolsen GI Wire #14 Hard Drawn,"GI Wire #14, grade: Hard Drawn. Brand Tolsen. Sold per Kg.",Tolsen,All Items > Hardware > GI Wire,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",968508912691,TOL522983,0,12,319.44
ACM-PVCP0937,Kanto PVC Pipe 20mm Class D,"PVC Pipe 20mm, grade: Class D. Brand Kanto. Sold per Length.",Kanto,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",964695522146,KAN050737,0,0,247.41
ACM-BALL0011,"Bosco Ball Valve 2"" PVC","Ball Valve 2"", material: PVC. Brand Bosco. Sold per Nos.",Bosco,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,,0,0,147.13
ACM-CABL0752,Tolsen Cable Tie 300mm Black,"Cable Tie 300mm, colour: Black. Brand Tolsen. Sold per Packet.",Tolsen,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",939458534845,,0,150,454.77
ACM-GIWI1005,Stallion GI Wire #18 Hard Drawn,"GI Wire #18, grade: Hard Drawn. Brand Stallion. Sold per Kg.",Stallion,All Items > Hardware > GI Wire,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,0,370.42
ACM-HEXB0273,Hitex Hex Bolt M10x75 HDG,"Hex Bolt M10x75, finish: HDG. Brand Hitex. Sold per Pcs.",Hitex,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",989500540447,,0,0,105.55
ACM-CABL0259,Vermont Cable Tie 450mm Natural,"Cable Tie 450mm, colour: Natural. Brand Vermont. Sold per Packet.",Vermont,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,,0,900,170.38
ACM-HEXB0115,Kanto Hex Bolt M8x50 HDG,"Hex Bolt M8x50, finish: HDG. Brand Kanto. Sold per Pcs.",Kanto,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,0,76.47
ACM-NITR0536,Vermont Nitrile Glove XL Blue,"Nitrile Glove XL, colour: Blue. Brand Vermont. Sold per Box.",Vermont,All Items > Hardware > Nitrile Glove,Box,"[{""uom"":""Box"",""conversion_factor"":1.0}]",907313569449,VER949292,0,3,1.17
ACM-HEXB0832,Vermont Hex Bolt M6x50 Stainless 304,"Hex Bolt M6x50, finish: Stainless 304. Brand Vermont. Sold per Pcs.",Vermont,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",922629169362,VER538389,0,900,192.62
ACM-HOSE0605,Kanto Hose Clip 13-19mm Zinc,"Hose Clip 13-19mm, material: Zinc. Brand Kanto. Sold per Pcs.",Kanto,All Items > Hardware > Hose Clip,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,,0,3,441.21
ACM-SELF0669,"Bosco Self Drilling Screw #8 x 3/4"" Zinc Plated","Self Drilling Screw #8 x 3/4"", finish: Zinc Plated. Brand Bosco. Sold per Packet.",Bosco,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,BOS271041,0,40,408.04
ACM-CABL0805,Kanto Cable Tie 450mm Natural,"Cable Tie 450mm, colour: Natural. Brand Kanto. Sold per Packet.",Kanto,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,,0,0,334.2
ACM-HEXB0534,Vermont Hex Bolt M10x50 Zinc Plated,"Hex Bolt M10x50, finish: Zinc Plated. Brand Vermont. Sold per Pcs.",Vermont,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,900,330.76
ACM-HEXB0844,Remax Hex Bolt M8x50 HDG,"Hex Bolt M8x50, finish: HDG. Brand Remax. Sold per Pcs.",Remax,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",906152010972,,0,900,180.2
ACM-NITR0460,Stallion Nitrile Glove XL Blue,"Nitrile Glove XL, colour: Blue. Brand Stallion. Sold per Box.",Stallion,All Items > Hardware > Nitrile Glove,Box,"[{""uom"":""Box"",""conversion_factor"":1.0}]",,STA617431,0,3,75.68
ACM-WALL1041,Hitex Wall Plug 6mm Blue,"Wall Plug 6mm, colour: Blue. Brand Hitex. Sold per Packet.",Hitex,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,,0,0,164.63
ACM-GIWI0197,Remax GI Wire #16 Soft,"GI Wire #16, grade: Soft. Brand Remax. Sold per Kg.",Remax,All Items > Hardware > GI Wire,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",900451103786,,0,40,409.6
ACM-BALL0831,"Remax Ball Valve 1/2"" PVC","Ball Valve 1/2"", material: PVC. Brand Remax. Sold per Nos.",Remax,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",972682165319,REM543715,0,12,476.52
ACM-HEXB0228,Kanto Hex Bolt M10x75 HDG,"Hex Bolt M10x75, finish: HDG. Brand Kanto. Sold per Pcs.",Kanto,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",937756280103,,0,12,429.26
ACM-PVCP0142,Vermont PVC Pipe 25mm Class D,"PVC Pipe 25mm, grade: Class D. Brand Vermont. Sold per Length.",Vermont,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",985867263862,,0,0,340.58
ACM-SELF0504,"Tolsen Self Drilling Screw #8 x 3/4"" Zinc Plated","Self Drilling Screw #8 x 3/4"", finish: Zinc Plated. Brand Tolsen. Sold per Packet.",Tolsen,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,TOL747872,0,900,447.26
ACM-HOSE1052,Stallion Hose Clip 19-25mm SS304,"Hose Clip 19-25mm, material: SS304. Brand Stallion. Sold per Pcs.",Stallion,All Items > Hardware > Hose Clip,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",998449700586,STA600728,0,40,92.21
ACM-BALL0778,"Vermont Ball Valve 1-1/4"" SS304","Ball Valve 1-1/4"", material: SS304. Brand Vermont. Sold per Nos.",Vermont,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,VER595898,0,0,154.22
ACM-GIWI0515,Tolsen GI Wire #20 Hard Drawn,"GI Wire #20, grade: Hard Drawn. Brand Tolsen. Sold per Kg.",Tolsen,All Items > Hardware > GI Wire,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",932706891716,,0,150,108.96
ACM-PVCP0501,Kanto PVC Pipe 15mm Class D,"PVC Pipe 15mm, grade: Class D. Brand Kanto. Sold per Length.",Kanto,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",,KAN029307,0,900,141.37
ACM-HEXB0658,Kanto Hex Bolt M8x50 Zinc Plated,"Hex Bolt M8x50, finish: Zinc Plated. Brand Kanto. Sold per Pcs.",Kanto,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",902517350665,KAN021223,0,0,149.58
ACM-WALL0175,Remax Wall Plug 10mm Blue,"Wall Plug 10mm, colour: Blue. Brand Remax. Sold per Packet.",Remax,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",920944400926,REM844614,0,40,72.52
ACM-HEXB0277,Kanto Hex Bolt M10x75 Zinc Plated,"Hex Bolt M10x75, finish: Zinc Plated. Brand Kanto. Sold per Pcs.",Kanto,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,KAN016872,0,900,458.35
ACM-MASK0887,Vermont Masking Tape 18mm High Temp,"Masking Tape 18mm, grade: High Temp. Brand Vermont. Sold per Roll.",Vermont,All Items > Hardware > Masking Tape,Roll,"[{""uom"":""Roll"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",993466530419,,0,12,412.17
ACM-GIWI0652,Bosco GI Wire #16 Soft,"GI Wire #16, grade: Soft. Brand Bosco. Sold per Kg.",Bosco,All Items > Hardware > GI Wire,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",944384375074,,0,12,187.88
ACM-SAFE0749,Stallion Safety Helmet White Ratchet,"Safety Helmet White, grade: Ratchet. Brand Stallion. Sold per Nos.",Stallion,All Items > Hardware > Safety Helmet,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",960755856022,,0,12,447.31
ACM-HEXB0379,Kanto Hex Bolt M8x30 Stainless 304,"Hex Bolt M8x30, finish: Stainless 304. Brand Kanto. Sold per Pcs.",Kanto,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",916417385327,KAN385546,0,900,358.19
ACM-NITR0497,Vermont Nitrile Glove S Blue,"Nitrile Glove S, colour: Blue. Brand Vermont. Sold per Box.",Vermont,All Items > Hardware > Nitrile Glove,Box,"[{""uom"":""Box"",""conversion_factor"":1.0}]",915124713590,VER840950,0,150,83.27
ACM-MASK0237,Bosco Masking Tape 24mm High Temp,"Masking Tape 24mm, grade: High Temp. Brand Bosco. Sold per Roll.",Bosco,All Items > Hardware > Masking Tape,Roll,"[{""uom"":""Roll"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",932607715436,,0,12,255.91
ACM-HEXB0759,Bosco Hex Bolt M6x30 Stainless 304,"Hex Bolt M6x30, finish: Stainless 304. Brand Bosco. Sold per Pcs.",Bosco,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,BOS905621,0,0,31.54
ACM-MISC005,DELIVERY FEE,,,All Items > Hardware > Misc,Nos,"[{""uom"": ""Nos"", ""conversion_factor"": 1.0}]",,,0,0,0.0
ACM-GIWI0218,Bosco GI Wire #18 Soft,"GI Wire #18, grade: Soft. Brand Bosco. Sold per Kg.",Bosco,All Items > Hardware > GI Wire,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,12,3.12
ACM-WALL0065,Hitex Wall Plug 10mm Red,"Wall Plug 10mm, colour: Red. Brand Hitex. Sold per Packet.",Hitex,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,HIT027922,0,900,150.81
ACM-CABL0156,Vermont Cable Tie 370mm Black,"Cable Tie 370mm, colour: Black. Brand Vermont. Sold per Packet.",Vermont,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",923126818063,,0,900,407.82
ACM-NITR0122,Stallion Nitrile Glove M Black,"Nitrile Glove M, colour: Black. Brand Stallion. Sold per Box.",Stallion,All Items > Hardware > Nitrile Glove,Box,"[{""uom"":""Box"",""conversion_factor"":1.0}]",915421523850,STA274925,0,900,113.94
ACM-SAFE0299,Remax Safety Helmet Red Standard,"Safety Helmet Red, grade: Standard. Brand Remax. Sold per Nos.",Remax,All Items > Hardware > Safety Helmet,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",954443623395,,0,0,360.53
ACM-PVCP0009,Kanto PVC Pipe 15mm Class C,"PVC Pipe 15mm, grade: Class C. Brand Kanto. Sold per Length.",Kanto,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",,KAN814949,0,12,19.78
ACM-PVCP1075,Remax PVC Pipe 25mm Class E,"PVC Pipe 25mm, grade: Class E. Brand Remax. Sold per Length.",Remax,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",951329995112,,0,150,147.99
ACM-HEXB0298,Bosco Hex Bolt M8x50 Stainless 304,"Hex Bolt M8x50, finish: Stainless 304. Brand Bosco. Sold per Pcs.",Bosco,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",911738478591,BOS477831,0,40,107.64
ACM-HEXB0708,Hitex Hex Bolt M8x30 Stainless 304,"Hex Bolt M8x30, finish: Stainless 304. Brand Hitex. Sold per Pcs.",Hitex,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",946305962629,HIT438085,0,150,175.77
ACM-PVCP0537,Remax PVC Pipe 32mm Class D,"PVC Pipe 32mm, grade: Class D. Brand Remax. Sold per Length.",Remax,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",,,0,3,282.66
ACM-ANGL1090,"Stallion Angle Grinder Disc 4.5"" Cutting","Angle Grinder Disc 4.5"", grade: Cutting. Brand Stallion. Sold per Packet.",Stallion,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",955811267499,STA628007,0,12,403.74
ACM-PVCP1009,Hitex PVC Pipe 50mm Class E,"PVC Pipe 50mm, grade: Class E. Brand Hitex. Sold per Length.",Hitex,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",,HIT143092,0,0,21.62
ACM-HEXB0310,Vermont Hex Bolt M8x30 Stainless 304,"Hex Bolt M8x30, finish: Stainless 304. Brand Vermont. Sold per Pcs.",Vermont,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",913968439746,,0,150,205.45
ACM-HEXB0431,Vermont Hex Bolt M12x60 HDG,"Hex Bolt M12x60, finish: HDG. Brand Vermont. Sold per Pcs.",Vermont,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",995978677190,,0,0,215.81
ACM-SELF0108,"Vermont Self Drilling Screw #10 x 1"" Zinc Plated","Self Drilling Screw #10 x 1"", finish: Zinc Plated. Brand Vermont. Sold per Packet.",Vermont,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",945406310943,VER743316,0,150,117.45
ACM-SAFE0984,Remax Safety Helmet Yellow Standard,"Safety Helmet Yellow, grade: Standard. Brand Remax. Sold per Nos.",Remax,All Items > Hardware > Safety Helmet,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,,0,3,299.03
ACM-GIWI0897,Tolsen GI Wire #16 Hard Drawn,"GI Wire #16, grade: Hard Drawn. Brand Tolsen. Sold per Kg.",Tolsen,All Items > Hardware > GI Wire,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",972174663432,TOL822480,0,40,133.78
ACM-SAFE0829,Bosco Safety Helmet Blue Standard,"Safety Helmet Blue, grade: Standard. Brand Bosco. Sold per Nos.",Bosco,All Items > Hardware > Safety Helmet,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,BOS065758,0,3,347.65
ACM-CABL0161,Vermont Cable Tie 300mm White,"Cable Tie 300mm, colour: White. Brand Vermont. Sold per Packet.",Vermont,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",952894961168,,0,12,227.78
ACM-CABL0461,Tolsen Cable Tie 100mm White,"Cable Tie 100mm, colour: White. Brand Tolsen. Sold per Packet.",Tolsen,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",939251654769,,0,12,376.06
ACM-PVCP0570,Hitex PVC Pipe 50mm Class D,"PVC Pipe 50mm, grade: Class D. Brand Hitex. Sold per Length.",Hitex,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",912457985302,HIT976156,0,900,202.3
ACM-SAFE0393,Hitex Safety Helmet Blue Ratchet,"Safety Helmet Blue, grade: Ratchet. Brand Hitex. Sold per Nos.",Hitex,All Items > Hardware > Safety Helmet,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,150,177.17
ACM-HEXB0860,Remax Hex Bolt M8x75 Zinc Plated,"Hex Bolt M8x75, finish: Zinc Plated. Brand Remax. Sold per Pcs.",Remax,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",975416060117,,0,150,117.99
ACM-PVCP0691,Bosco PVC Pipe 15mm Class E,"PVC Pipe 15mm, grade: Class E. Brand Bosco. Sold per Length.",Bosco,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",946835282051,,0,150,299.41
ACM-BALL0735,"Tolsen Ball Valve 3/4"" SS304","Ball Valve 3/4"", material: SS304. Brand Tolsen. Sold per Nos.",Tolsen,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,,0,12,137.73
ACM-SAFE0375,Kanto Safety Helmet Red Ratchet,"Safety Helmet Red, grade: Ratchet. Brand Kanto. Sold per Nos.",Kanto,All Items > Hardware > Safety Helmet,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",935264768016,,0,0,3.99
ACM-HEXB0319,Hitex Hex Bolt M10x75 Zinc Plated,"Hex Bolt M10x75, finish: Zinc Plated. Brand Hitex. Sold per Pcs.",Hitex,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,,0,900,393.79
ACM-NITR0362,Bosco Nitrile Glove S Black,"Nitrile Glove S, colour: Black. Brand Bosco. Sold per Box.",Bosco,All Items > Hardware > Nitrile Glove,Box,"[{""uom"":""Box"",""conversion_factor"":1.0}]",,,0,0,152.64
ACM-MASK0600,Tolsen Masking Tape 24mm General,"Masking Tape 24mm, grade: General. Brand Tolsen. Sold per Roll.",Tolsen,All Items > Hardware > Masking Tape,Roll,"[{""uom"":""Roll"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",910370287701,,0,150,250.46
ACM-CABL0312,Remax Cable Tie 370mm Natural,"Cable Tie 370mm, colour: Natural. Brand Remax. Sold per Packet.",Remax,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",928131245636,REM385133,0,3,85.72
ACM-CABL0549,Kanto Cable Tie 200mm Black,"Cable Tie 200mm, colour: Black. Brand Kanto. Sold per Packet.",Kanto,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,,0,40,444.34
ACM-MASK0032,Kanto Masking Tape 24mm High Temp,"Masking Tape 24mm, grade: High Temp. Brand Kanto. Sold per Roll.",Kanto,All Items > Hardware > Masking Tape,Roll,"[{""uom"":""Roll"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",965500180557,,0,3,165.84
ACM-PVCP0119,Hitex PVC Pipe 20mm Class C,"PVC Pipe 20mm, grade: Class C. Brand Hitex. Sold per Length.",Hitex,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",,HIT327324,0,12,293.71
ACM-PVCP0625,Vermont PVC Pipe 25mm Class C,"PVC Pipe 25mm, grade: Class C. Brand Vermont. Sold per Length.",Vermont,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",923344618066,,0,150,445.57
ACM-HEXB0433,Vermont Hex Bolt M6x30 HDG,"Hex Bolt M6x30, finish: HDG. Brand Vermont. Sold per Pcs.",Vermont,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",907224677562,,0,150,378.48
ACM-SELF0766,"Remax Self Drilling Screw #10 x 1-1/2"" Stainless 410","Self Drilling Screw #10 x 1-1/2"", finish: Stainless 410. Brand Remax. Sold per Packet.",Remax,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",901736465664,REM932937,0,0,13.57
ACM-BALL0688,"Tolsen Ball Valve 2"" Brass","Ball Valve 2"", material: Brass. Brand Tolsen. Sold per Nos.",Tolsen,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",944734710871,TOL837401,0,40,17.73
ACM-ANGL0335,"Hitex Angle Grinder Disc 4"" Flap","Angle Grinder Disc 4"", grade: Flap. Brand Hitex. Sold per Packet.",Hitex,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",924894708767,,0,0,69.01
ACM-HEXB0238,Vermont Hex Bolt M6x30 Stainless 316,"Hex Bolt M6x30, finish: Stainless 316. Brand Vermont. Sold per Pcs.",Vermont,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",950850624680,,0,0,425.05
ACM-BALL0168,"Kanto Ball Valve 3/4"" Brass","Ball Valve 3/4"", material: Brass. Brand Kanto. Sold per Nos.",Kanto,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",924126589835,,0,40,55.66
